Order_ID,Customer_ID,Order_Date,Revenue,Profit,Product_Category,Product_Name,Region,Customer_Name,Segment,Join_Date
ORD-11131,CUST-5683,2023-01-10,80734.82,11246.23,Technology,Desktop,East,Priya Singh,Corporate,2022-07-12
ORD-11373,CUST-5836,2023-01-10,46918.73,5545.27,Technology,Laptop,West,Deepak Verma,Consumer,2022-09-15
ORD-10512,CUST-5156,2023-01-11,9092.34,1733.3,Technology,Router,East,Komal Shetty,Corporate,2023-01-10
ORD-10994,CUST-5598,2023-01-11,7728.57,1003.7,Technology,Printer,North,Amit Trivedi,Consumer,2022-09-24
ORD-11272,CUST-5174,2023-01-11,42628.68,8211.64,Technology,Tablet,East,Vishal Rao,Corporate,2022-12-02
ORD-10522,CUST-5196,2023-01-13,6145.44,1186.61,Technology,Router,South,Amit Malhotra,Consumer,2022-08-09
ORD-10535,CUST-5327,2023-01-14,2019.72,440.42,Technology,Router,West,Sonali Reddy,Consumer,2022-11-21
ORD-11245,CUST-5760,2023-01-14,24132.38,4253.48,Technology,Phone,East,Ananya Sawant,Consumer,2022-12-03
ORD-10108,CUST-5081,2023-01-15,58104.94,11061.42,Technology,Phone,North,Shruti More,Corporate,2022-09-13
ORD-10636,CUST-5132,2023-01-15,36128.92,6125.63,Technology,Monitor,West,Simran Patel,Corporate,2022-12-17
ORD-10723,CUST-5429,2023-01-15,8830.95,1032.44,Technology,Printer,East,Komal Nair,Consumer,2022-06-20
ORD-10252,CUST-5170,2023-01-17,6834.49,1498.49,Technology,Router,East,Swati Patil,Consumer,2022-11-24
ORD-10680,CUST-5408,2023-01-17,94780.88,13409.16,Technology,Laptop,West,Kavya Gupta,Consumer,2022-09-16
ORD-10796,CUST-5258,2023-01-17,14257.58,2098.3,Technology,Printer,East,Divya Patil,Consumer,2022-10-24
ORD-11027,CUST-5263,2023-01-17,6558.21,1422.02,Technology,Router,East,Simran Kumar,Consumer,2022-12-28
ORD-10160,CUST-5011,2023-01-20,3085.87,698.68,Technology,Router,East,Amit Hegde,Corporate,2022-12-16
ORD-10599,CUST-5360,2023-01-20,46981.41,9080.65,Technology,Tablet,North,Tanvi Iyer,Consumer,2022-11-27
ORD-10850,CUST-5454,2023-01-20,33836.0,4898.74,Technology,Monitor,South,Divya Mishra,Corporate,2022-11-12
ORD-10343,CUST-5057,2023-01-21,46279.64,8647.26,Technology,Phone,West,Ananya Reddy,Corporate,2022-09-08
ORD-11229,CUST-5754,2023-01-21,5204.56,1249.08,Accessories,Keyboard,West,Divya Pillai,Corporate,2023-01-15
ORD-10465,CUST-5290,2023-01-23,23993.39,3313.09,Technology,Monitor,West,Harish Bose,Consumer,2022-11-21
ORD-10966,CUST-5164,2023-01-23,88977.19,15074.41,Technology,Desktop,South,Ritu Reddy,Corporate,2022-09-04
ORD-11358,CUST-5766,2023-01-24,52776.51,8357.89,Technology,Desktop,South,Sneha Gupta,Consumer,2022-12-19
ORD-11484,CUST-5906,2023-01-24,2033.47,468.97,Accessories,Keyboard,North,Ananya Hegde,Corporate,2022-12-22
ORD-11299,CUST-5304,2023-01-25,37093.37,5232.06,Technology,Tablet,North,Varun Reddy,Corporate,2022-09-08
ORD-11152,CUST-5698,2023-01-26,3856.85,869.96,Accessories,Webcam,West,Divya Das,Consumer,2022-08-18
ORD-10175,CUST-5015,2023-01-27,4720.67,1061.27,Accessories,Webcam,East,Anjali Nair,Consumer,2022-07-24
ORD-10785,CUST-5169,2023-01-27,7439.82,910.73,Technology,Printer,East,Rohit Patil,Consumer,2022-11-15
ORD-11087,CUST-5656,2023-01-27,48630.78,8322.56,Technology,Tablet,South,Arun Kulkarni,Consumer,2023-01-27
ORD-11328,CUST-5296,2023-01-27,37541.58,6863.66,Technology,Tablet,North,Ajay Mehta,Consumer,2023-01-13
ORD-10305,CUST-5177,2023-01-28,1697.92,476.39,Accessories,Mouse,West,Vishal Kumar,Consumer,2022-08-12
ORD-10341,CUST-5152,2023-01-29,29833.47,4886.32,Technology,Monitor,East,Vikram Mishra,Corporate,2022-08-02
ORD-11425,CUST-5259,2023-01-29,26255.68,2835.65,Technology,Printer,North,Ajay Nair,Corporate,2022-08-28
ORD-10407,CUST-5257,2023-01-30,1954.86,582.23,Accessories,Charger,South,Ajay Kulkarni,Consumer,2022-08-07
ORD-10717,CUST-5156,2023-01-30,1911.91,518.91,Accessories,Keyboard,East,Komal Shetty,Corporate,2023-01-10
ORD-11265,CUST-5769,2023-01-30,8063.84,1162.58,Technology,Printer,East,Simran Bose,Consumer,2022-08-04
ORD-10338,CUST-5217,2023-01-31,59413.1,9269.07,Technology,Desktop,North,Manoj Reddy,Consumer,2022-11-20
ORD-10615,CUST-5250,2023-01-31,48173.46,8559.2,Technology,Phone,South,Priya Verma,Corporate,2022-12-17
ORD-10624,CUST-5145,2023-02-01,18645.24,2779.77,Technology,Monitor,East,Aarav Iyer,Consumer,2022-12-02
ORD-10018,CUST-5018,2023-02-02,58670.57,6989.12,Technology,Laptop,East,Arjun Sharma,Consumer,2022-11-09
ORD-10202,CUST-5063,2023-02-02,1725.63,425.3,Accessories,Keyboard,West,Sonali Kulkarni,Corporate,2022-09-08
ORD-10249,CUST-5168,2023-02-02,78085.03,8852.26,Technology,Desktop,East,Anjali Kulkarni,Corporate,2023-01-09
ORD-10372,CUST-5237,2023-02-03,43185.36,6755.86,Technology,Tablet,West,Ajay Sharma,Consumer,2022-10-25
ORD-10105,CUST-5057,2023-02-04,52275.2,5630.39,Technology,Laptop,West,Ananya Reddy,Corporate,2022-09-08
ORD-11157,CUST-5311,2023-02-04,22426.73,2300.04,Technology,Printer,South,Tanvi Mishra,Corporate,2022-08-22
ORD-11300,CUST-5652,2023-02-06,6970.23,1005.95,Technology,Printer,South,Manoj Iyer,Corporate,2022-09-06
ORD-11482,CUST-5904,2023-02-06,12502.84,1525.44,Technology,Printer,South,Priya Iyer,Consumer,2022-08-12
ORD-11111,CUST-5670,2023-02-07,588.36,181.62,Accessories,USB Hub,North,Ajay Sharma,Corporate,2022-10-21
ORD-10667,CUST-5355,2023-02-08,19247.02,3022.13,Technology,Printer,North,Nikhil Chopra,Corporate,2022-12-28
ORD-11061,CUST-5636,2023-02-08,14262.12,2183.71,Technology,Printer,South,Meera Sharma,Consumer,2022-11-25
ORD-10026,CUST-5026,2023-02-10,16673.45,2190.34,Technology,Printer,West,Nisha Shah,Consumer,2022-09-04
ORD-11067,CUST-5640,2023-02-10,5104.94,1057.65,Accessories,Webcam,East,Vishal Anvekar,Corporate,2022-11-08
ORD-11324,CUST-5806,2023-02-10,32190.73,5034.72,Technology,Monitor,East,Vishal Bose,Corporate,2022-11-08
ORD-11212,CUST-5743,2023-02-12,38005.51,6724.26,Technology,Tablet,North,Neha Iyer,Consumer,2022-12-20
ORD-10583,CUST-5349,2023-02-14,2893.52,931.02,Accessories,USB Hub,South,Varun Pillai,Corporate,2023-01-01
ORD-10720,CUST-5130,2023-02-14,6272.22,663.54,Technology,Printer,West,Ananya Das,Corporate,2022-07-23
ORD-11040,CUST-5087,2023-02-14,90863.64,10003.24,Technology,Laptop,East,Simran Patel,Corporate,2022-09-04
ORD-10274,CUST-5077,2023-02-15,52666.39,9513.04,Technology,Tablet,North,Aarav Patil,Corporate,2023-01-16
ORD-10837,CUST-5446,2023-02-15,16361.95,2571.16,Technology,Monitor,South,Sneha Das,Consumer,2023-01-29
ORD-11185,CUST-5455,2023-02-15,117231.53,14296.33,Technology,Laptop,West,Anjali Joshi,Corporate,2022-12-19
ORD-10005,CUST-5005,2023-02-16,70709.35,13528.05,Technology,Tablet,West,Komal Patil,Corporate,2022-08-30
ORD-10393,CUST-5211,2023-02-16,7961.37,1638.31,Accessories,Webcam,West,Girish Rao,Corporate,2022-12-01
ORD-10663,CUST-5110,2023-02-16,20814.42,3298.55,Technology,Phone,East,Varun Shetty,Consumer,2022-09-17
ORD-11132,CUST-5113,2023-02-16,1828.1,525.47,Accessories,USB Hub,North,Sneha Anvekar,Consumer,2022-11-16
ORD-10320,CUST-5133,2023-02-17,4446.46,1209.27,Accessories,Keyboard,North,Sanjay Shah,Consumer,2023-01-27
ORD-10979,CUST-5590,2023-02-17,8182.56,1773.12,Accessories,Headphones,East,Preeti Mishra,Consumer,2022-10-07
ORD-10161,CUST-5116,2023-02-18,7156.17,1243.52,Technology,Router,West,Neha Mehta,Corporate,2022-12-18
ORD-10812,CUST-5286,2023-02-18,13856.47,2929.57,Accessories,Headphones,East,Manoj Bose,Corporate,2022-03-15
ORD-11114,CUST-5671,2023-02-18,583.87,157.28,Accessories,Mouse,East,Divya Naik,Consumer,2022-10-08
ORD-10295,CUST-5175,2023-02-19,6938.56,1186.33,Technology,Router,South,Ajay Das,Consumer,2023-02-07
ORD-11444,CUST-5322,2023-02-19,30396.06,4896.99,Technology,Tablet,South,Vishal Jain,Consumer,2022-10-05
ORD-10402,CUST-5254,2023-02-21,109301.94,15426.32,Technology,Laptop,North,Rajesh Anvekar,Consumer,2023-02-03
ORD-10195,CUST-5103,2023-02-22,37128.92,5361.86,Technology,Tablet,East,Sonali Verma,Consumer,2022-09-29
ORD-10236,CUST-5049,2023-02-22,31244.9,5699.61,Technology,Monitor,North,Tanvi Bose,Corporate,2022-12-15
ORD-11024,CUST-5618,2023-02-22,154807.13,15882.96,Technology,Laptop,North,Nikhil Verma,Corporate,2022-12-30
ORD-11094,CUST-5660,2023-02-22,113527.93,14566.0,Technology,Laptop,South,Nisha Jain,Corporate,2022-10-22
ORD-10965,CUST-5582,2023-02-23,1924.75,460.5,Accessories,Earbuds,West,Sneha Hegde,Consumer,2022-08-26
ORD-10254,CUST-5089,2023-02-24,2453.76,506.24,Technology,Router,East,Pooja Mehta,Corporate,2023-01-29
ORD-11273,CUST-5775,2023-02-24,27523.22,4085.15,Technology,Tablet,West,Anjali Naik,Corporate,2022-12-09
ORD-11423,CUST-5857,2023-02-24,81422.47,9272.35,Technology,Desktop,South,Rahul Rao,Corporate,2022-10-29
ORD-11427,CUST-5868,2023-02-24,7379.41,1745.06,Accessories,Headphones,North,Varun Chopra,Consumer,2022-03-01
ORD-10072,CUST-5003,2023-02-25,114717.14,15506.03,Technology,Laptop,South,Aarav Shetty,Corporate,2022-10-06
ORD-10683,CUST-5410,2023-02-26,1175.34,344.48,Accessories,Charger,East,Girish Trivedi,Corporate,2022-10-17
ORD-11148,CUST-5696,2023-02-26,8836.8,1198.8,Technology,Printer,South,Aarav Malhotra,Corporate,2023-01-13
ORD-11349,CUST-5414,2023-02-26,8032.88,1593.69,Accessories,Headphones,North,Anjali Trivedi,Consumer,2023-02-12
ORD-10098,CUST-5042,2023-02-27,42664.57,6052.82,Technology,Desktop,West,Manoj Kulkarni,Corporate,2022-12-13
ORD-10339,CUST-5218,2023-02-27,1854.37,572.93,Accessories,Mouse,West,Amit Mehta,Consumer,2022-12-31
ORD-10658,CUST-5174,2023-02-27,2992.5,696.36,Accessories,Keyboard,East,Vishal Rao,Corporate,2022-12-02
ORD-11353,CUST-5823,2023-02-27,36515.83,6072.12,Technology,Tablet,South,Pallavi Nair,Consumer,2023-01-10
ORD-10999,CUST-5603,2023-02-28,58584.01,7688.19,Technology,Desktop,South,Varun Naik,Corporate,2022-11-28
ORD-10289,CUST-5193,2023-03-02,7069.08,1782.01,Accessories,Earbuds,East,Varun Patil,Corporate,2022-10-21
ORD-10876,CUST-5046,2023-03-03,25246.95,4735.94,Technology,Monitor,East,Nisha Gupta,Corporate,2022-09-15
ORD-11184,CUST-5087,2023-03-03,23383.31,3066.27,Technology,Monitor,East,Simran Patel,Corporate,2022-09-04
ORD-10358,CUST-5230,2023-03-05,18349.37,1929.3,Technology,Printer,West,Rajesh Malhotra,Consumer,2022-12-19
ORD-11230,CUST-5567,2023-03-06,65778.31,6703.23,Technology,Laptop,West,Neha Singh,Consumer,2022-09-19
ORD-10752,CUST-5426,2023-03-07,5346.97,1173.25,Technology,Router,West,Arun Kumar,Corporate,2022-12-25
ORD-11104,CUST-5648,2023-03-07,81941.11,13535.35,Technology,Phone,West,Harish Bose,Consumer,2022-11-11
ORD-11163,CUST-5705,2023-03-07,17995.9,3509.13,Technology,Phone,West,Nisha Mehta,Corporate,2023-02-19
ORD-10864,CUST-5066,2023-03-08,31097.93,5686.57,Technology,Monitor,East,Shruti More,Consumer,2023-01-28
ORD-10887,CUST-5530,2023-03-08,9388.83,2019.24,Technology,Router,South,Pallavi Joshi,Corporate,2023-01-24
ORD-11458,CUST-5702,2023-03-08,8471.47,1467.5,Technology,Monitor,West,Manoj Das,Consumer,2023-01-26
ORD-11471,CUST-5897,2023-03-08,9277.39,1761.69,Technology,Router,East,Komal Sawant,Corporate,2023-02-14
ORD-10688,CUST-5412,2023-03-09,1793.7,346.98,Accessories,Webcam,North,Girish Patil,Consumer,2023-01-19
ORD-10229,CUST-5156,2023-03-10,82007.29,12481.28,Technology,Desktop,East,Komal Shetty,Corporate,2023-02-12
ORD-10448,CUST-5282,2023-03-10,124717.18,14870.21,Technology,Laptop,East,Manisha Malhotra,Corporate,2022-11-16
ORD-10308,CUST-5201,2023-03-11,38385.28,3593.94,Technology,Laptop,East,Pooja Shetty,Consumer,2022-03-24
ORD-10015,CUST-5015,2023-03-12,2008.25,557.7,Accessories,USB Hub,East,Anjali Nair,Consumer,2022-07-24
ORD-11074,CUST-5646,2023-03-12,33778.59,6510.23,Technology,Phone,West,Neha Reddy,Consumer,2023-01-14
ORD-10040,CUST-5040,2023-03-13,1349.55,433.04,Accessories,USB Hub,West,Aarav Das,Corporate,2022-09-23
ORD-10537,CUST-5021,2023-03-14,4750.72,1318.97,Accessories,Keyboard,South,Rohit Nair,Consumer,2022-10-20
ORD-10984,CUST-5209,2023-03-14,1484.56,447.68,Accessories,Charger,West,Swati Patel,Consumer,2022-10-03
ORD-11066,CUST-5092,2023-03-14,5762.37,1320.55,Technology,Router,South,Manisha Jain,Corporate,2022-09-07
ORD-10659,CUST-5394,2023-03-15,7298.33,1447.06,Accessories,Webcam,West,Tanvi Malhotra,Corporate,2023-03-05
ORD-11196,CUST-5730,2023-03-15,20723.18,3307.26,Technology,Tablet,North,Nisha Joshi,Consumer,2022-10-01
ORD-10673,CUST-5113,2023-03-17,77005.69,12220.53,Technology,Phone,North,Sneha Anvekar,Consumer,2022-11-16
ORD-10881,CUST-5524,2023-03-17,22395.34,3951.09,Technology,Phone,East,Manoj Joshi,Consumer,2022-12-15
ORD-10244,CUST-5165,2023-03-18,54030.89,10836.04,Technology,Phone,East,Pooja Sawant,Corporate,2022-09-27
ORD-11116,CUST-5312,2023-03-18,38019.44,5808.36,Technology,Monitor,South,Sanjay Kumar,Corporate,2023-01-09
ORD-10291,CUST-5194,2023-03-19,1288.9,310.54,Accessories,Earbuds,South,Ajay Anvekar,Consumer,2022-10-07
ORD-11491,CUST-5780,2023-03-19,3589.14,823.78,Technology,Router,South,Simran Trivedi,Consumer,2023-01-21
ORD-10174,CUST-5098,2023-03-20,39294.82,7032.74,Technology,Tablet,East,Meera Singh,Corporate,2022-10-24
ORD-10635,CUST-5380,2023-03-20,3622.97,822.23,Accessories,Headphones,East,Komal Sharma,Consumer,2022-08-25
ORD-10715,CUST-5427,2023-03-20,2657.83,634.41,Accessories,Keyboard,East,Tanvi More,Consumer,2023-02-18
ORD-11178,CUST-5718,2023-03-20,59020.66,6424.25,Technology,Laptop,East,Girish Trivedi,Consumer,2023-03-05
ORD-10184,CUST-5073,2023-03-22,15410.18,2581.23,Technology,Monitor,West,Tanvi Sawant,Consumer,2023-01-16
ORD-10547,CUST-5333,2023-03-22,6053.7,1447.01,Accessories,Headphones,East,Rohit Pillai,Corporate,2023-03-07
ORD-11488,CUST-5052,2023-03-23,13201.24,2363.72,Technology,Monitor,South,Anjali Shetty,Consumer,2022-12-13
ORD-10025,CUST-5025,2023-03-24,4110.71,1070.89,Accessories,Keyboard,West,Varun Sawant,Corporate,2022-06-13
ORD-10665,CUST-5250,2023-03-24,147579.61,19540.2,Technology,Laptop,South,Priya Verma,Corporate,2022-12-17
ORD-10186,CUST-5008,2023-03-25,6303.15,1569.91,Accessories,Earbuds,East,Deepak Naik,Corporate,2023-03-13
ORD-10250,CUST-5044,2023-03-26,66918.97,8691.18,Technology,Desktop,North,Amit Kulkarni,Consumer,2022-12-07
ORD-10283,CUST-5189,2023-03-26,2933.44,504.44,Technology,Router,South,Arun Kulkarni,Consumer,2022-11-01
ORD-10472,CUST-5296,2023-03-27,19033.46,2690.21,Technology,Monitor,North,Ajay Mehta,Consumer,2023-01-13
ORD-10701,CUST-5417,2023-03-27,1441.65,425.64,Accessories,Charger,North,Suresh Trivedi,Consumer,2022-11-09
ORD-11241,CUST-5646,2023-03-27,52652.95,7715.0,Technology,Laptop,West,Neha Reddy,Consumer,2023-01-14
ORD-10821,CUST-5488,2023-03-28,2568.11,446.05,Technology,Router,East,Priya Malhotra,Consumer,2022-12-31
ORD-10824,CUST-5491,2023-03-28,38864.65,7117.39,Technology,Tablet,South,Sanjay Patil,Corporate,2023-02-18
ORD-10890,CUST-5532,2023-03-28,42754.11,7744.02,Technology,Phone,North,Ajay Singh,Corporate,2022-12-11
ORD-10067,CUST-5013,2023-03-29,6414.38,1182.94,Accessories,Webcam,East,Rajesh Das,Corporate,2023-01-26
ORD-10947,CUST-5568,2023-03-29,21438.04,3039.49,Technology,Tablet,West,Komal Mehta,Corporate,2022-10-24
ORD-11058,CUST-5634,2023-03-29,34635.34,5508.0,Technology,Monitor,East,Anjali Joshi,Consumer,2022-11-03
ORD-11144,CUST-5693,2023-03-29,14223.09,1578.8,Technology,Printer,West,Rajesh Gupta,Consumer,2023-01-11
ORD-10311,CUST-5203,2023-03-30,3274.89,840.11,Accessories,Keyboard,West,Vikram Iyer,Corporate,2022-10-27
ORD-10286,CUST-5191,2023-03-31,5176.23,1212.36,Accessories,Keyboard,South,Anjali More,Corporate,2022-12-08
ORD-10566,CUST-5340,2023-03-31,17248.97,2372.28,Technology,Printer,South,Arjun Gupta,Consumer,2022-12-23
ORD-10978,CUST-5589,2023-03-31,1727.53,395.25,Technology,Router,West,Deepak Mehta,Consumer,2022-11-07
ORD-10349,CUST-5163,2023-04-01,1386.47,475.84,Accessories,Charger,West,Sonali Jain,Consumer,2023-02-02
ORD-10631,CUST-5313,2023-04-01,25654.68,4043.81,Technology,Printer,South,Ritu Chopra,Corporate,2023-02-03
ORD-10840,CUST-5500,2023-04-01,342.17,112.17,Accessories,Charger,South,Ritu Mishra,Consumer,2022-11-16
ORD-10211,CUST-5016,2023-04-02,80487.94,10736.05,Technology,Laptop,South,Harish Mishra,Consumer,2022-11-02
ORD-10622,CUST-5373,2023-04-02,24110.69,3318.92,Technology,Monitor,North,Anjali Trivedi,Corporate,2022-11-03
ORD-10839,CUST-5499,2023-04-02,1360.1,426.03,Accessories,Charger,South,Simran Shetty,Consumer,2022-12-18
ORD-11429,CUST-5869,2023-04-02,62310.19,10402.17,Technology,Desktop,South,Pooja Naik,Consumer,2022-11-15
ORD-10654,CUST-5332,2023-04-03,7746.02,1354.22,Technology,Router,West,Swati Sawant,Consumer,2023-03-19
ORD-11370,CUST-5833,2023-04-03,7957.61,1754.84,Accessories,Headphones,South,Sanjay Jain,Corporate,2023-03-30
ORD-11414,CUST-5862,2023-04-03,987.88,302.1,Accessories,Charger,East,Girish Singh,Consumer,2022-10-31
ORD-10603,CUST-5104,2023-04-05,70328.85,14368.0,Technology,Phone,South,Ananya Pillai,Consumer,2022-12-20
ORD-11075,CUST-5647,2023-04-05,4353.38,791.95,Technology,Router,North,Tanvi Joshi,Corporate,2022-12-16
ORD-11360,CUST-5827,2023-04-05,1431.28,314.16,Accessories,Earbuds,East,Nikhil Trivedi,Consumer,2022-06-03
ORD-10089,CUST-5068,2023-04-06,2576.52,584.99,Accessories,Keyboard,East,Nisha Desai,Consumer,2023-02-07
ORD-10124,CUST-5011,2023-04-06,15875.14,1711.45,Technology,Printer,East,Amit Hegde,Corporate,2022-12-16
ORD-10488,CUST-5148,2023-04-06,21421.49,2239.87,Technology,Printer,East,Swati Kumar,Consumer,2022-10-26
ORD-10147,CUST-5107,2023-04-07,43469.55,6669.27,Technology,Desktop,North,Ritu Kulkarni,Consumer,2022-09-22
ORD-10975,CUST-5586,2023-04-07,1336.69,414.37,Accessories,Mouse,South,Varun Nair,Consumer,2022-10-18
ORD-11432,CUST-5870,2023-04-07,11786.34,1926.21,Technology,Monitor,East,Arjun Rao,Corporate,2022-11-23
ORD-10506,CUST-5053,2023-04-08,4929.35,845.79,Accessories,Webcam,South,Komal Mishra,Consumer,2023-03-22
ORD-10619,CUST-5370,2023-04-10,1131.7,310.48,Accessories,Mouse,South,Ajay Naik,Consumer,2023-02-19
ORD-10949,CUST-5043,2023-04-10,1862.45,384.0,Technology,Router,South,Sonali Pillai,Corporate,2023-02-08
ORD-10271,CUST-5181,2023-04-11,15375.96,2073.16,Technology,Printer,South,Shruti Shetty,Consumer,2023-02-03
ORD-10679,CUST-5407,2023-04-11,52769.55,7954.77,Technology,Phone,South,Varun Verma,Consumer,2022-12-16
ORD-10534,CUST-5326,2023-04-12,4025.89,802.74,Technology,Router,East,Pooja More,Consumer,2023-04-03
ORD-10845,CUST-5502,2023-04-12,20761.37,3224.93,Technology,Tablet,West,Varun Patil,Consumer,2022-09-02
ORD-11407,CUST-5858,2023-04-12,809.97,192.28,Accessories,Earbuds,East,Priya Joshi,Consumer,2023-01-27
ORD-11032,CUST-5413,2023-04-13,2262.26,675.24,Accessories,Mouse,South,Tanvi Anvekar,Consumer,2023-01-14
ORD-11237,CUST-5208,2023-04-13,16524.02,2025.76,Technology,Printer,South,Aarav Kumar,Consumer,2023-03-16
ORD-11411,CUST-5314,2023-04-14,3377.53,806.47,Accessories,Keyboard,East,Vishal Chopra,Consumer,2023-01-09
ORD-10001,CUST-5001,2023-04-15,720.82,212.87,Accessories,USB Hub,West,Divya Sharma,Corporate,2022-10-23
ORD-10331,CUST-5212,2023-04-15,789.94,200.41,Accessories,Mouse,West,Priya Shah,Corporate,2022-08-14
ORD-10145,CUST-5105,2023-04-16,4044.48,1022.68,Accessories,Earbuds,West,Suresh Kumar,Corporate,2022-07-18
ORD-10316,CUST-5198,2023-04-16,1528.72,464.28,Accessories,Charger,North,Rohit Kumar,Consumer,2022-11-07
ORD-10348,CUST-5222,2023-04-17,6556.13,792.04,Technology,Printer,West,Pooja Pillai,Consumer,2022-12-10
ORD-10507,CUST-5043,2023-04-17,77329.42,15707.79,Technology,Phone,South,Sonali Pillai,Corporate,2023-02-08
ORD-10902,CUST-5176,2023-04-17,37725.03,4954.86,Technology,Laptop,East,Rakesh Pillai,Consumer,2022-12-15
ORD-10910,CUST-5546,2023-04-18,5393.08,1078.02,Accessories,Headphones,East,Kavya Sawant,Consumer,2022-12-09
ORD-10138,CUST-5056,2023-04-19,75584.74,10109.16,Technology,Desktop,North,Neha Singh,Corporate,2023-02-15
ORD-10189,CUST-5133,2023-04-19,31525.43,5197.76,Technology,Phone,North,Sanjay Shah,Consumer,2023-01-27
ORD-10650,CUST-5389,2023-04-19,805.68,180.65,Accessories,Keyboard,West,Meera Mishra,Corporate,2022-12-26
ORD-11034,CUST-5010,2023-04-19,4710.15,1000.66,Technology,Router,South,Sonali Chopra,Corporate,2023-01-11
ORD-10101,CUST-5078,2023-04-20,48752.44,9729.11,Technology,Tablet,West,Rajesh Malhotra,Corporate,2023-02-18
ORD-10425,CUST-5269,2023-04-20,48049.41,4487.64,Technology,Laptop,South,Girish Iyer,Corporate,2022-04-22
ORD-10528,CUST-5321,2023-04-20,54267.03,10164.96,Technology,Tablet,West,Sneha Verma,Consumer,2023-03-18
ORD-10571,CUST-5097,2023-04-20,67658.67,12633.15,Technology,Phone,North,Kavya Shah,Consumer,2022-12-04
ORD-10060,CUST-5020,2023-04-21,48805.12,9491.7,Technology,Tablet,East,Arun Malhotra,Corporate,2022-11-23
ORD-10350,CUST-5223,2023-04-21,72617.99,12210.43,Technology,Desktop,East,Rajesh Joshi,Consumer,2023-04-20
ORD-10418,CUST-5174,2023-04-21,6067.1,1639.62,Accessories,Keyboard,East,Vishal Rao,Corporate,2023-04-02
ORD-10869,CUST-5515,2023-04-21,62539.69,11838.64,Technology,Tablet,North,Priya Trivedi,Corporate,2022-12-20
ORD-11164,CUST-5706,2023-04-21,41589.85,6165.44,Technology,Desktop,East,Preeti Pillai,Corporate,2023-01-15
ORD-10118,CUST-5076,2023-04-22,9170.86,1623.18,Technology,Monitor,South,Pooja Singh,Consumer,2022-12-27
ORD-10453,CUST-5283,2023-04-22,73450.89,14802.03,Technology,Phone,South,Preeti Hegde,Consumer,2023-03-08
ORD-10689,CUST-5040,2023-04-22,81389.59,14632.2,Technology,Phone,West,Aarav Das,Corporate,2022-09-23
ORD-10986,CUST-5592,2023-04-23,29287.36,4346.56,Technology,Desktop,North,Priya Pillai,Consumer,2022-08-09
ORD-11039,CUST-5623,2023-04-23,37115.97,6567.37,Technology,Tablet,East,Manoj Kulkarni,Corporate,2023-02-24
ORD-10826,CUST-5493,2023-04-24,7822.28,1652.6,Accessories,Headphones,North,Girish Trivedi,Consumer,2023-04-08
